id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B cell|B cell	B cell|Basal	B cell|CTL	B cell|Ciliated	B cell|Ciliated-diff	B cell|FOXN4	B cell|IRC	B cell|Ionocyte	B cell|MC	B cell|MoMa	B cell|NK	B cell|NKT	B cell|NKT-p	B cell|Neu	B cell|Secretory	B cell|Secretory-diff	B cell|Squamous	B cell|Treg	B cell|moDC	B cell|nrMa	B cell|pDC	B cell|rMa	Basal|B cell	Basal|Basal	Basal|CTL	Basal|Ciliated	Basal|Ciliated-diff	Basal|FOXN4	Basal|IRC	Basal|Ionocyte	Basal|MC	Basal|MoMa	Basal|NK	Basal|NKT	Basal|NKT-p	Basal|Neu	Basal|Secretory	Basal|Secretory-diff	Basal|Squamous	Basal|Treg	Basal|moDC	Basal|nrMa	Basal|pDC	Basal|rMa	CTL|B cell	CTL|Basal	CTL|CTL	CTL|Ciliated	CTL|Ciliated-diff	CTL|FOXN4	CTL|IRC	CTL|Ionocyte	CTL|MC	CTL|MoMa	CTL|NK	CTL|NKT	CTL|NKT-p	CTL|Neu	CTL|Secretory	CTL|Secretory-diff	CTL|Squamous	CTL|Treg	CTL|moDC	CTL|nrMa	CTL|pDC	CTL|rMa	Ciliated|B cell	Ciliated|Basal	Ciliated|CTL	Ciliated|Ciliated	Ciliated|Ciliated-diff	Ciliated|FOXN4	Ciliated|IRC	Ciliated|Ionocyte	Ciliated|MC	Ciliated|MoMa	Ciliated|NK	Ciliated|NKT	Ciliated|NKT-p	Ciliated|Neu	Ciliated|Secretory	Ciliated|Secretory-diff	Ciliated|Squamous	Ciliated|Treg	Ciliated|moDC	Ciliated|nrMa	Ciliated|pDC	Ciliated|rMa	Ciliated-diff|B cell	Ciliated-diff|Basal	Ciliated-diff|CTL	Ciliated-diff|Ciliated	Ciliated-diff|Ciliated-diff	Ciliated-diff|FOXN4	Ciliated-diff|IRC	Ciliated-diff|Ionocyte	Ciliated-diff|MC	Ciliated-diff|MoMa	Ciliated-diff|NK	Ciliated-diff|NKT	Ciliated-diff|NKT-p	Ciliated-diff|Neu	Ciliated-diff|Secretory	Ciliated-diff|Secretory-diff	Ciliated-diff|Squamous	Ciliated-diff|Treg	Ciliated-diff|moDC	Ciliated-diff|nrMa	Ciliated-diff|pDC	Ciliated-diff|rMa	FOXN4|B cell	FOXN4|Basal	FOXN4|CTL	FOXN4|Ciliated	FOXN4|Ciliated-diff	FOXN4|FOXN4	FOXN4|IRC	FOXN4|Ionocyte	FOXN4|MC	FOXN4|MoMa	FOXN4|NK	FOXN4|NKT	FOXN4|NKT-p	FOXN4|Neu	FOXN4|Secretory	FOXN4|Secretory-diff	FOXN4|Squamous	FOXN4|Treg	FOXN4|moDC	FOXN4|nrMa	FOXN4|pDC	FOXN4|rMa	IRC|B cell	IRC|Basal	IRC|CTL	IRC|Ciliated	IRC|Ciliated-diff	IRC|FOXN4	IRC|IRC	IRC|Ionocyte	IRC|MC	IRC|MoMa	IRC|NK	IRC|NKT	IRC|NKT-p	IRC|Neu	IRC|Secretory	IRC|Secretory-diff	IRC|Squamous	IRC|Treg	IRC|moDC	IRC|nrMa	IRC|pDC	IRC|rMa	Ionocyte|B cell	Ionocyte|Basal	Ionocyte|CTL	Ionocyte|Ciliated	Ionocyte|Ciliated-diff	Ionocyte|FOXN4	Ionocyte|IRC	Ionocyte|Ionocyte	Ionocyte|MC	Ionocyte|MoMa	Ionocyte|NK	Ionocyte|NKT	Ionocyte|NKT-p	Ionocyte|Neu	Ionocyte|Secretory	Ionocyte|Secretory-diff	Ionocyte|Squamous	Ionocyte|Treg	Ionocyte|moDC	Ionocyte|nrMa	Ionocyte|pDC	Ionocyte|rMa	MC|B cell	MC|Basal	MC|CTL	MC|Ciliated	MC|Ciliated-diff	MC|FOXN4	MC|IRC	MC|Ionocyte	MC|MC	MC|MoMa	MC|NK	MC|NKT	MC|NKT-p	MC|Neu	MC|Secretory	MC|Secretory-diff	MC|Squamous	MC|Treg	MC|moDC	MC|nrMa	MC|pDC	MC|rMa	MoMa|B cell	MoMa|Basal	MoMa|CTL	MoMa|Ciliated	MoMa|Ciliated-diff	MoMa|FOXN4	MoMa|IRC	MoMa|Ionocyte	MoMa|MC	MoMa|MoMa	MoMa|NK	MoMa|NKT	MoMa|NKT-p	MoMa|Neu	MoMa|Secretory	MoMa|Secretory-diff	MoMa|Squamous	MoMa|Treg	MoMa|moDC	MoMa|nrMa	MoMa|pDC	MoMa|rMa	NK|B cell	NK|Basal	NK|CTL	NK|Ciliated	NK|Ciliated-diff	NK|FOXN4	NK|IRC	NK|Ionocyte	NK|MC	NK|MoMa	NK|NK	NK|NKT	NK|NKT-p	NK|Neu	NK|Secretory	NK|Secretory-diff	NK|Squamous	NK|Treg	NK|moDC	NK|nrMa	NK|pDC	NK|rMa	NKT|B cell	NKT|Basal	NKT|CTL	NKT|Ciliated	NKT|Ciliated-diff	NKT|FOXN4	NKT|IRC	NKT|Ionocyte	NKT|MC	NKT|MoMa	NKT|NK	NKT|NKT	NKT|NKT-p	NKT|Neu	NKT|Secretory	NKT|Secretory-diff	NKT|Squamous	NKT|Treg	NKT|moDC	NKT|nrMa	NKT|pDC	NKT|rMa	NKT-p|B cell	NKT-p|Basal	NKT-p|CTL	NKT-p|Ciliated	NKT-p|Ciliated-diff	NKT-p|FOXN4	NKT-p|IRC	NKT-p|Ionocyte	NKT-p|MC	NKT-p|MoMa	NKT-p|NK	NKT-p|NKT	NKT-p|NKT-p	NKT-p|Neu	NKT-p|Secretory	NKT-p|Secretory-diff	NKT-p|Squamous	NKT-p|Treg	NKT-p|moDC	NKT-p|nrMa	NKT-p|pDC	NKT-p|rMa	Neu|B cell	Neu|Basal	Neu|CTL	Neu|Ciliated	Neu|Ciliated-diff	Neu|FOXN4	Neu|IRC	Neu|Ionocyte	Neu|MC	Neu|MoMa	Neu|NK	Neu|NKT	Neu|NKT-p	Neu|Neu	Neu|Secretory	Neu|Secretory-diff	Neu|Squamous	Neu|Treg	Neu|moDC	Neu|nrMa	Neu|pDC	Neu|rMa	Secretory|B cell	Secretory|Basal	Secretory|CTL	Secretory|Ciliated	Secretory|Ciliated-diff	Secretory|FOXN4	Secretory|IRC	Secretory|Ionocyte	Secretory|MC	Secretory|MoMa	Secretory|NK	Secretory|NKT	Secretory|NKT-p	Secretory|Neu	Secretory|Secretory	Secretory|Secretory-diff	Secretory|Squamous	Secretory|Treg	Secretory|moDC	Secretory|nrMa	Secretory|pDC	Secretory|rMa	Secretory-diff|B cell	Secretory-diff|Basal	Secretory-diff|CTL	Secretory-diff|Ciliated	Secretory-diff|Ciliated-diff	Secretory-diff|FOXN4	Secretory-diff|IRC	Secretory-diff|Ionocyte	Secretory-diff|MC	Secretory-diff|MoMa	Secretory-diff|NK	Secretory-diff|NKT	Secretory-diff|NKT-p	Secretory-diff|Neu	Secretory-diff|Secretory	Secretory-diff|Secretory-diff	Secretory-diff|Squamous	Secretory-diff|Treg	Secretory-diff|moDC	Secretory-diff|nrMa	Secretory-diff|pDC	Secretory-diff|rMa	Squamous|B cell	Squamous|Basal	Squamous|CTL	Squamous|Ciliated	Squamous|Ciliated-diff	Squamous|FOXN4	Squamous|IRC	Squamous|Ionocyte	Squamous|MC	Squamous|MoMa	Squamous|NK	Squamous|NKT	Squamous|NKT-p	Squamous|Neu	Squamous|Secretory	Squamous|Secretory-diff	Squamous|Squamous	Squamous|Treg	Squamous|moDC	Squamous|nrMa	Squamous|pDC	Squamous|rMa	Treg|B cell	Treg|Basal	Treg|CTL	Treg|Ciliated	Treg|Ciliated-diff	Treg|FOXN4	Treg|IRC	Treg|Ionocyte	Treg|MC	Treg|MoMa	Treg|NK	Treg|NKT	Treg|NKT-p	Treg|Neu	Treg|Secretory	Treg|Secretory-diff	Treg|Squamous	Treg|Treg	Treg|moDC	Treg|nrMa	Treg|pDC	Treg|rMa	moDC|B cell	moDC|Basal	moDC|CTL	moDC|Ciliated	moDC|Ciliated-diff	moDC|FOXN4	moDC|IRC	moDC|Ionocyte	moDC|MC	moDC|MoMa	moDC|NK	moDC|NKT	moDC|NKT-p	moDC|Neu	moDC|Secretory	moDC|Secretory-diff	moDC|Squamous	moDC|Treg	moDC|moDC	moDC|nrMa	moDC|pDC	moDC|rMa	nrMa|B cell	nrMa|Basal	nrMa|CTL	nrMa|Ciliated	nrMa|Ciliated-diff	nrMa|FOXN4	nrMa|IRC	nrMa|Ionocyte	nrMa|MC	nrMa|MoMa	nrMa|NK	nrMa|NKT	nrMa|NKT-p	nrMa|Neu	nrMa|Secretory	nrMa|Secretory-diff	nrMa|Squamous	nrMa|Treg	nrMa|moDC	nrMa|nrMa	nrMa|pDC	nrMa|rMa	pDC|B cell	pDC|Basal	pDC|CTL	pDC|Ciliated	pDC|Ciliated-diff	pDC|FOXN4	pDC|IRC	pDC|Ionocyte	pDC|MC	pDC|MoMa	pDC|NK	pDC|NKT	pDC|NKT-p	pDC|Neu	pDC|Secretory	pDC|Secretory-diff	pDC|Squamous	pDC|Treg	pDC|moDC	pDC|nrMa	pDC|pDC	pDC|rMa	rMa|B cell	rMa|Basal	rMa|CTL	rMa|Ciliated	rMa|Ciliated-diff	rMa|FOXN4	rMa|IRC	rMa|Ionocyte	rMa|MC	rMa|MoMa	rMa|NK	rMa|NKT	rMa|NKT-p	rMa|Neu	rMa|Secretory	rMa|Secretory-diff	rMa|Squamous	rMa|Treg	rMa|moDC	rMa|nrMa	rMa|pDC	rMa|rMa
CPI-SS073C1B796	CD52_SIGLEC10	simple:P31358	simple:Q96LC7	CD52	SIGLEC10	True	False	False	curated	False	0.033	1.512																			1.502																									1.412																			1.402																																																																																																																	1.39																			1.38																																															1.227																			1.217			0.48																			0.469																																																																																											1.397																			1.387																									0.56																			0.55																									0.504																			0.494		
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	FN1		True	False	False	curated	True	0.035																																																																			0.151		0.388															0.392		0.104	0.215																																																																																										0.384		0.621						0.349									0.625		0.336	0.448																								1.172		1.409						1.137									1.413		1.124	1.236																																																																																																																																																																																																																																																			
CPI-SS07D9A48A2	LTA_TNFRSF1B	simple:P01374	simple:P20333	LTA	TNFRSF1B	True	False	True	curated	False	0.035	0.377		0.332											0.676				0.397		0.609	0.298																								0.342		0.296											0.641				0.361		0.573																																																																																																																																																																																																																																																																																																																							0.369		0.324											0.668				0.388		0.601	0.289																																																																																									
CPI-SS0E2863F09	TNFRSF17_TNFSF13B	simple:Q02223	simple:Q9Y275	TNFRSF17	TNFSF13B	True	True	False	curated	False	0.035			0.166							0.763				0.455				0.341	0.306	0.33	0.407	0.196																																																																																																																																																																																																																																																																																																																																																																																																																																					0.234							0.831				0.523	0.144			0.409	0.374	0.398	0.475	0.264																						
CPI-SS0B42AD9EF	NOTCH1_WNT4	simple:P46531	simple:P56705	NOTCH1	WNT4	True	True	False	I2D	False	0.035				0.116		0.133		0.122							0.108																																	0.127		0.144		0.133							0.119																																																																																																																											0.161		0.15																																																																																																										0.208		0.225		0.213							0.2											0.07		0.086									0.061																																																																																																																																																																	
CPI-SS002673EFE	WNT5A_FZD3	simple:P41221	simple:Q9NPG1	WNT5A	FZD3	True	False	True	curated	False	0.035																																																																																																																		0.158		0.198		0.075							0.149						0.215																											0.144		0.185		0.062			0.101				0.136						0.201																																																																																																																																									0.164		0.204		0.081			0.12				0.155						0.22																																																																																																																																																											
CPI-SS0B81F1BF5	TNF_SEMA4C	simple:P01375	simple:Q9C0C4	TNF	SEMA4C	True	False	True	InnateDB-All	False	0.035				0.279		0.29		0.287							0.296																																	0.456		0.468		0.465							0.474																																																																																																																																																	0.199																																																																																																																																																																														0.353		0.365		0.362							0.371																																	0.184		0.195		0.192							0.201																																																			
CPI-SS0B01D306C	CCL5_CCR5	simple:P13501	simple:P51681	CCL5	CCR5	True	False	True	curated	False	0.035																																													2.133		2.266															2.195		2.137	2.137																																																																																																																																																																																		1.349		1.482															1.411		1.353	1.353				0.471																																																																																																												1.05		1.183															1.112		1.054	1.054				0.354																																																																																					
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	IGF1	IGF1R	True	False	True	curated	False	0.035																																																																																																																		0.351		0.258		0.194			0.355				0.251																																	0.969		0.875		0.812			0.972				0.868		0.712																																																																																																																																													0.363		0.269		0.205			0.366				0.262		0.106																																																																																																																																																															
CPI-SS0A2D7895C	CEACAM1_CEACAM6	simple:P13688	simple:P40199	CEACAM1	CEACAM6	True	False	False	curated	False	0.035																																																																																																																				0.297	0.297								0.623	0.258	0.626																																																																																																																																																																																											0.35	0.349								0.676	0.311	0.679																															0.357		0.573	0.572	0.348							0.898	0.534	0.902																																																																																																																			
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	BTLA	TNFRSF14	False	True	True	guidetopharmacology.org	False	0.037	0.333		0.251	0.212						0.412				0.196	0.268			0.315		0.243		0.152																																																																																																																																																																																																																																																																																																																																																																																																																																			0.317		0.235	0.196					0.177	0.396				0.18	0.252			0.299		0.227																								
CPI-SS056FF4363	CD48_CD244	simple:P09326	simple:Q9BZW8	CD48	CD244	False	False	True	curated	False	0.037			1.037															0.993																													0.877															0.834																																																																																																																																											0.486															0.442																													0.505															0.461							0.295																						0.26																																																																																								0.783															0.739							0.261																						0.543															0.499							0.362																						0.46															0.416				
CPI-SC0847A64D2	FN1_aVb5 complex	simple:P02751	complex:aVb5 complex	FN1		True	False	False	curated	True	0.037																																																																						0.067		0.079		0.049	0.293						0.053		0.054																																																																																																	0.3		0.312		0.282	0.526						0.286		0.287																															1.087		1.1		1.07	1.314						1.073		1.075																																																																																																																																																																																																																																																							
CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	WNT5A	PTPRK	True	False	True	InnateDB-All	False	0.037																																																																																																																		0.145		0.214		0.174			0.235				0.262		0.223																															0.131		0.201		0.161			0.222				0.249		0.21																																																																																																																																													0.15		0.22		0.18			0.241				0.268		0.229																																																																																																																																																															
CPI-CS0C8F1E01F	ACVR_1B2A receptor_BMP3	complex:ACVR_1B2A receptor	simple:P12645		BMP3	True	True	False	curated	False	0.037																																																																						0.165		0.143									0.311																																	0.178		0.157									0.324																																	0.161		0.14									0.307																																																							0.186		0.165									0.332																																																																													0.194		0.172									0.34																																	0.161		0.139									0.307																																																																																																																					
CPI-SS0B537DD3F	CEACAM5_CEACAM1	simple:P06731	simple:P13688	CEACAM5	CEACAM1	True	False	False	curated	False	0.037																																																																																			0.396																																	0.478									0.531		0.754											0.386									0.439		0.662																																												0.474																																												0.497																																																																													1.07									1.123		1.346											0.609									0.662		0.885											0.876									0.929		1.152																																																																																																																			
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	FFAR2	FAM3C	True	True	False	IMEx,IntAct	False	0.037																																																																																																																																																																																																							0.549		0.513	0.68		0.575		0.594							0.692		0.568	0.476																																																																							0.802		0.765	0.932		0.828		0.847			0.684				0.945		0.82	0.729			0.692																																																																																																																																																																																	
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	TGFB2		True	False	True	curated	False	0.037																																																																																																																		0.073		0.07		0.125	0.119		0.094				0.062																																																																																																																																																																																											0.081		0.079		0.133	0.127		0.102				0.071																																	0.131		0.128		0.183	0.177		0.151				0.12																																																																																																																					
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	TNF	CELSR2	True	False	True	InnateDB-All	False	0.037				0.279		0.301			0.339						0.326																																	0.456		0.479			0.517						0.503																																																																																																																														0.189																						0.247																																																																																																																																																																											0.353		0.375			0.414						0.4																																	0.183		0.206			0.244						0.23																																																			
CPI-SC03DD946B2	TGFB2_TGFbeta receptor1	simple:P61812	complex:TGFbeta receptor1	TGFB2		True	False	True	curated	False	0.037																																																																																																																	0.121						0.178						0.076			0.101																																																																																																																																																																																					0.076		0.13	0.052					0.186						0.084			0.109																											0.126		0.179	0.102		0.104		0.145	0.236						0.134			0.159																																																																																																																		
CPI-SC02BFEEC8A	THBS1_a3b1 complex	simple:P07996	complex:a3b1 complex	THBS1		False	False	False	curated	True	0.039																																																																						0.195				0.113			0.177				0.098																																																																													0.601		0.492		0.52			0.584				0.504																																																							0.724		0.614		0.642			0.706				0.627																																																																																																																																																																																											0.429		0.319		0.347			0.411				0.332																																																			
CPI-CS0569B9B91	BMPR1B_BMPR2_BMPR1A	complex:BMPR1B_BMPR2	simple:P36894		BMPR1A	False	True	True	curated	False	0.039																																																																						0.173		0.158		0.104			0.189				0.142																																	0.193		0.178		0.123			0.208				0.162																																	0.135		0.119					0.15				0.104																																																																																																																																															0.213		0.198		0.143			0.228				0.182																																																																																																																																																																	
CPI-SS0C1F25516	CD8A_CEACAM5	simple:P01732	simple:P06731	CD8A	CEACAM5	True	True	False	curated	False	0.039																																																1.002		1.36	1.268		1.081		1.103				1.952	1.491	1.758																																																																																																																																																																																											0.599	0.507								1.191	0.73	0.997																																																																																																																							0.39		0.749	0.657								1.341	0.879	1.146																																																																																													
CPI-SS06BC4D123	ERBB3_BTC	simple:P21860	simple:P35070	ERBB3	BTC	True	True	False	curated	False	0.039																																																																						0.358		0.242		0.229							0.263																																	0.367		0.251		0.238							0.272																																	0.269		0.153									0.174																																																																																																																																															0.535		0.419		0.406							0.44																																	0.441		0.324		0.311							0.345																																																																																																																					
CPI-SS0C10824C7	EGFR_HBEGF	simple:P00533	simple:Q99075	EGFR	HBEGF	True	True	True	curated	False	0.039																																																																								0.111				0.394							0.167			0.305																														0.143				0.426							0.199			0.337																														0.57				0.853							0.626			0.764																																																																																																																																												0.172				0.455							0.228			0.366																																		0.345							0.118			0.256																																																																																																																
CPI-SS0C6448B94	IL1B_ADRB2	simple:P01584	simple:P07550	IL1B	ADRB2	True	False	True	I2D	False	0.039																																																																																																																																																																																									0.405																0.742	0.724		0.681		0.706	0.903						0.722																																																																												1.002	0.984		0.941		0.967	1.163						0.982																																																																																																																								0.769	0.751		0.708		0.734	0.93						0.749																																																			
CPI-SS098F416C1	FGFR2_XPR1	simple:P21802	simple:Q9UBH6	FGFR2	XPR1	True	True	True	InnateDB-All	False	0.039																																																																			0.08			0.204		0.141		0.184							0.15																														0.111			0.235		0.171		0.214							0.181																																	0.169		0.105		0.148							0.115																																																																																																																																												0.16			0.284		0.22		0.263							0.23																																																																																																																																																																	
CPI-SS0F66EA6BE	APP_FPR2	simple:P05067	simple:P25090	APP	FPR2	False	False	True	guidetopharmacology.org	False	0.039														0.527																																																																		0.804						0.423																																						0.703						0.322																																						0.665						0.284																																						0.639																						0.85						0.469																																																																																		0.869						0.488																0.646						0.265																0.838						0.457																																																												0.554																						0.854						0.472																								
CPI-SS0A19E9C34	EGFR_BTC	simple:P00533	simple:P35070	EGFR	BTC	True	True	False	curated	False	0.041																																																																						0.274		0.158		0.145							0.179																																	0.307		0.19		0.177							0.211																																	0.733		0.617		0.604							0.638																																																																																																																																															0.336		0.219		0.206							0.24																																	0.226		0.109		0.096							0.13																																																																																																																					
CPI-SS0B8083B44	WNT7B_FZD4	simple:P56706	simple:Q9ULV1	WNT7B	FZD4	True	False	True	curated	False	0.041																																																																						0.153		0.13		0.152			0.312				0.147																																	0.171		0.148		0.17			0.33				0.165																																																																																																																																																																																											0.297		0.274		0.296			0.457				0.291																																	0.145		0.123		0.145			0.305				0.139																																																																																																																					
CPI-SS030BB46BB	ANXA1_FPR2	simple:P04083	simple:P25090	ANXA1	FPR2	True	False	True	curated	False	0.041																																				1.821						1.44																1.046																						2.043						1.662																1.781						1.4																1.977						1.595																2.112						1.73																																																																																																								1.063																						1.115																																												1.97						1.589																1.689						1.308																2.322						1.94																																																												1.06																																																				
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	LAMC1		True	False	False	curated	True	0.041																																																																						0.451			0.185	0.149							0.227		0.466																															0.413			0.147								0.189		0.428																																																																																																	0.663		0.328	0.397	0.362							0.44		0.678																																																																											0.445			0.179	0.144							0.222		0.46																																																																																																																																																															
CPI-SS03E48EFEA	C3_C3AR1	simple:P01024	simple:Q16581	C3	C3AR1	True	False	True	guidetopharmacology.org	False	0.041																																																																												0.542										0.482												0.394										0.334											0.7	0.866										0.806											0.479	0.645										0.585												0.372										0.312																																		0.385										0.325																																																																																																			0.756	0.922										0.862											0.426	0.592										0.532																																																																																																																																						
CPI-SS0F3D40856	PGRMC2_CCL4L2	simple:O15173	simple:Q8NHW4	PGRMC2	CCL4L2	True	True	False	IMEx,IntAct	False	0.041			0.164																	0.167																											0.174																	0.176					0.196																	0.198																											0.246																	0.248																											0.428																	0.43																																																	0.218																	0.22																																																																							0.283																	0.286																											0.148																	0.15					0.187																	0.189																																																	0.152																	0.154																								
CPI-SS0F8C664D9	CXCR3_CCL20	simple:P49682	simple:P78556	CXCR3	CCL20	True	True	False	guidetopharmacology.org	False	0.041				0.16		0.138	0.251											0.296		0.36																												0.395		0.373	0.486											0.531		0.595																																																																																																																																																																																																																																																																																																																										0.237		0.215	0.328											0.373		0.437																																																		0.421		0.399	0.512											0.557		0.621																								
CPI-SS0D81C6C1D	WNT7B_FZD1	simple:P56706	simple:Q9UP38	WNT7B	FZD1	True	False	True	curated	False	0.041																																																																						0.136		0.14		0.147	0.225						0.141																																	0.154		0.158		0.165	0.243						0.159																																																																																																																																																																																											0.28		0.284		0.291	0.369						0.285																																	0.129		0.132		0.139	0.217						0.134																																																																																																																					
CPI-SS0CA020C34	WNT4_FZD1	simple:P56705	simple:Q9UP38	WNT4	FZD1	True	False	True	I2D	False	0.041																																																																						0.066		0.069		0.076	0.154						0.07																																	0.082		0.086		0.093	0.171						0.087																																	0.071		0.075		0.082	0.16						0.076																																																																																																																																															0.057		0.061		0.068	0.146						0.062																																																																																																																																																																	
CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	EPHA2	EFNA5	False	True	False	curated	False	0.041																																																																						0.192		0.23		0.199							0.249																																	0.115		0.153		0.121							0.171																																			0.131									0.15																																																																																																																																															0.194		0.232		0.201							0.25																																	0.454		0.492		0.461							0.511																																																																															0.149									0.167																													
CPI-CS085E95BC1	IL1 receptor inhibitor_IL1RN	complex:IL1 receptor inhibitor	simple:P18510		IL1RN	True	True	False	curated	False	0.041																																																																												1.145				1.075			0.886			0.534																																		1.175				1.105			0.916			0.564																																																																																																																																																																						1.375				1.305			1.115			0.764												1.163				1.093			0.903			0.552																																																																																																				1.169				1.099			0.91			0.558																																														
CPI-SS08C995EB4	CXCL17_GPR35	simple:Q6UXB2	simple:Q9HC97	CXCL17	GPR35	True	False	True	guidetopharmacology.org	False	0.041																																0.496																																								0.555				0.719					0.557																	0.424																		0.751				0.915					0.753													0.939				1.103					0.94																																																																																																																																																																							1.301				1.465					1.303													0.996				1.16					0.998													0.573				0.737					0.575																																																																																																																					
CPI-SC0EEF3A379	LAMC1_a6b1 complex	simple:P11047	complex:a6b1 complex	LAMC1		True	False	False	curated	True	0.041																																																																						0.158		0.133		0.279			0.391				0.11																																	0.12		0.095		0.241			0.353				0.072																																																																																																			0.371		0.345		0.492			0.603				0.323																																																																													0.153		0.127		0.274			0.385				0.105																																																																																																																																																																	
CPI-SS072B19293	HLA-DPA1_GAL	simple:HLADPA1	simple:P22466	HLA-DPA1	GAL	True	True	False	InnateDB-All	False	0.041											1.941																						0.59																						0.835																						0.826																						0.707																						0.568																						0.773																						0.491																						0.45																						1.061																						0.602																						0.695																						1.228																																												0.687																						0.597																																												0.624																						1.868																						1.052																						1.356																						1.882											
CPI-SC096929DB0	FN1_aVb1 complex	simple:P02751	complex:aVb1 complex	FN1		True	False	False	curated	True	0.041																																																																						0.121		0.224					0.195				0.143		0.049			0.121																																																																																														0.354		0.457		0.361			0.428				0.376		0.282			0.354																												1.141		1.245		1.149			1.216				1.163		1.07			1.142																																																																																																																																																																																																																																																				
CPI-SC09C0B5D08	COL4A5_a2b1 complex	simple:P29400	complex:a2b1 complex	COL4A5		True	False	False	curated	True	0.041																																																																						0.462		0.127	0.196	0.16							0.238		0.477																															0.411			0.145								0.188		0.426																															0.483		0.148	0.217	0.181							0.259		0.498																																																																																																																																													0.43			0.164								0.206		0.445																																																																																																																																																															
CPI-SS0859C173B	TNFSF14_LTBR	simple:O43557	simple:P36941	TNFSF14	LTBR	True	False	True	curated	False	0.043																																																0.398		0.419		0.391			0.383				0.472		0.34			0.358																																																																																																																																																																																																																																		0.248		0.269		0.242			0.233				0.322		0.19			0.209																																																																								0.285		0.306		0.278			0.269				0.358		0.227			0.245																																																																																										
CPI-SS0A4F27388	TNFRSF1A_FASLG	simple:P19438	simple:P48023	TNFRSF1A	FASLG	True	True	False	I2D,InnateDB-All	False	0.043																																															0.486															0.271							0.434															0.22																													0.421															0.207																													0.431																																												0.88															0.665							0.433																																																																		0.552															0.337							0.533															0.318																													0.432															0.218							0.492															0.278																													0.428															0.214							0.377																																									
CPI-SC007890A1C	CDH1_aEb7 complex	simple:P12830	complex:aEb7 complex	CDH1		False	False	False	curated	True	0.043																																																																			0.647		0.686															0.631																											0.529		0.568															0.513					0.277		0.317															0.262					0.497		0.536															0.481																																																																																																																																									0.558		0.598															0.543																											0.327		0.366															0.311																																																																							0.24		0.28															0.225																										
CPI-SS03156A825	LTA_LTBR	simple:P01374	simple:P36941	LTA	LTBR	True	False	True	I2D	False	0.043				0.235		0.256		0.228			0.22				0.309		0.177			0.195																												0.199		0.22		0.193			0.184				0.273		0.141			0.159																																																																																																																																																																																																																																																																																																																										0.227		0.248		0.22			0.211				0.3		0.168			0.187																																																																																										
CPI-CS05426BFFA	IL1 receptor_IL1B	complex:IL1 receptor	simple:P01584		IL1B	True	True	False	curated	False	0.043																																																																												0.709				0.97						0.737																																		0.708				0.968						0.735																																		0.791				1.051						0.818																																																																																																																																																0.818				1.078						0.845																																		0.777				1.037						0.804												0.728				0.988						0.755																																		0.787				1.048						0.815																																														
CPI-SS0A021DB6E	CCL5_CCR1	simple:P13501	simple:P32246	CCL5	CCR1	True	False	True	curated	False	0.043																																													2.242		2.201							2.414				2.42						2.327																																																																																																																																																																																			1.459		1.417							1.63				1.637						1.543												0.619				0.626						0.533																																																																																											1.159		1.118							1.331				1.337						1.244																0.509						0.416																																																												0.446								
CPI-SS095DCA7F7	LILRA4_BST2	simple:P59901	simple:Q10589	LILRA4	BST2	False	True	False	curated	False	0.043																																																																																																																																																																																																																																																																																																																																																																																																																																																									0.663	0.631	0.908	0.725	0.588	0.888	1.068	0.682	0.783	0.977	0.836	0.599	0.674		1.003	0.797	0.61	0.81	0.677	0.728	1.16	0.655																						
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	0.043																																					0.365																																	0.683		0.663									0.786											0.377		0.357									0.481											1.004		0.984									1.107											0.778		0.758									0.882																						0.446																																																																																																																																															1.084		1.064									1.187											0.768		0.748									0.872																						0.372																																																																																																																					
CPI-SC0E9C058EB	PLAUR_a4b1 complex	simple:Q03405	complex:a4b1 complex	PLAUR		True	True	False	curated	True	0.045																																																																																																																																																																																																							0.898		1.135						0.863									1.138		0.85	0.961																																																																				1.145		1.382						1.11									1.386		1.098	1.209				0.419															0.422																													0.457															0.46																																																	1.033		1.269						0.997									1.273		0.985	1.096																																													
CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	CD6	ALCAM	True	False	False	curated	False	0.045																																													0.364			1.15	0.536	1.216	0.563	0.694							1.243	0.771	0.591			0.515		0.376																																																																																																																																																																																																																																																																																																																					0.343			1.128	0.514	1.195	0.541	0.672							1.221	0.749	0.569			0.493		0.354																																																																																								
