id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B cell|B cell	B cell|Basal	B cell|CTL	B cell|Ciliated	B cell|Ciliated-diff	B cell|FOXN4	B cell|IRC	B cell|Ionocyte	B cell|MC	B cell|MoMa	B cell|NK	B cell|NKT	B cell|NKT-p	B cell|Neu	B cell|Secretory	B cell|Secretory-diff	B cell|Squamous	B cell|Treg	B cell|moDC	B cell|nrMa	B cell|pDC	B cell|rMa	Basal|B cell	Basal|Basal	Basal|CTL	Basal|Ciliated	Basal|Ciliated-diff	Basal|FOXN4	Basal|IRC	Basal|Ionocyte	Basal|MC	Basal|MoMa	Basal|NK	Basal|NKT	Basal|NKT-p	Basal|Neu	Basal|Secretory	Basal|Secretory-diff	Basal|Squamous	Basal|Treg	Basal|moDC	Basal|nrMa	Basal|pDC	Basal|rMa	CTL|B cell	CTL|Basal	CTL|CTL	CTL|Ciliated	CTL|Ciliated-diff	CTL|FOXN4	CTL|IRC	CTL|Ionocyte	CTL|MC	CTL|MoMa	CTL|NK	CTL|NKT	CTL|NKT-p	CTL|Neu	CTL|Secretory	CTL|Secretory-diff	CTL|Squamous	CTL|Treg	CTL|moDC	CTL|nrMa	CTL|pDC	CTL|rMa	Ciliated|B cell	Ciliated|Basal	Ciliated|CTL	Ciliated|Ciliated	Ciliated|Ciliated-diff	Ciliated|FOXN4	Ciliated|IRC	Ciliated|Ionocyte	Ciliated|MC	Ciliated|MoMa	Ciliated|NK	Ciliated|NKT	Ciliated|NKT-p	Ciliated|Neu	Ciliated|Secretory	Ciliated|Secretory-diff	Ciliated|Squamous	Ciliated|Treg	Ciliated|moDC	Ciliated|nrMa	Ciliated|pDC	Ciliated|rMa	Ciliated-diff|B cell	Ciliated-diff|Basal	Ciliated-diff|CTL	Ciliated-diff|Ciliated	Ciliated-diff|Ciliated-diff	Ciliated-diff|FOXN4	Ciliated-diff|IRC	Ciliated-diff|Ionocyte	Ciliated-diff|MC	Ciliated-diff|MoMa	Ciliated-diff|NK	Ciliated-diff|NKT	Ciliated-diff|NKT-p	Ciliated-diff|Neu	Ciliated-diff|Secretory	Ciliated-diff|Secretory-diff	Ciliated-diff|Squamous	Ciliated-diff|Treg	Ciliated-diff|moDC	Ciliated-diff|nrMa	Ciliated-diff|pDC	Ciliated-diff|rMa	FOXN4|B cell	FOXN4|Basal	FOXN4|CTL	FOXN4|Ciliated	FOXN4|Ciliated-diff	FOXN4|FOXN4	FOXN4|IRC	FOXN4|Ionocyte	FOXN4|MC	FOXN4|MoMa	FOXN4|NK	FOXN4|NKT	FOXN4|NKT-p	FOXN4|Neu	FOXN4|Secretory	FOXN4|Secretory-diff	FOXN4|Squamous	FOXN4|Treg	FOXN4|moDC	FOXN4|nrMa	FOXN4|pDC	FOXN4|rMa	IRC|B cell	IRC|Basal	IRC|CTL	IRC|Ciliated	IRC|Ciliated-diff	IRC|FOXN4	IRC|IRC	IRC|Ionocyte	IRC|MC	IRC|MoMa	IRC|NK	IRC|NKT	IRC|NKT-p	IRC|Neu	IRC|Secretory	IRC|Secretory-diff	IRC|Squamous	IRC|Treg	IRC|moDC	IRC|nrMa	IRC|pDC	IRC|rMa	Ionocyte|B cell	Ionocyte|Basal	Ionocyte|CTL	Ionocyte|Ciliated	Ionocyte|Ciliated-diff	Ionocyte|FOXN4	Ionocyte|IRC	Ionocyte|Ionocyte	Ionocyte|MC	Ionocyte|MoMa	Ionocyte|NK	Ionocyte|NKT	Ionocyte|NKT-p	Ionocyte|Neu	Ionocyte|Secretory	Ionocyte|Secretory-diff	Ionocyte|Squamous	Ionocyte|Treg	Ionocyte|moDC	Ionocyte|nrMa	Ionocyte|pDC	Ionocyte|rMa	MC|B cell	MC|Basal	MC|CTL	MC|Ciliated	MC|Ciliated-diff	MC|FOXN4	MC|IRC	MC|Ionocyte	MC|MC	MC|MoMa	MC|NK	MC|NKT	MC|NKT-p	MC|Neu	MC|Secretory	MC|Secretory-diff	MC|Squamous	MC|Treg	MC|moDC	MC|nrMa	MC|pDC	MC|rMa	MoMa|B cell	MoMa|Basal	MoMa|CTL	MoMa|Ciliated	MoMa|Ciliated-diff	MoMa|FOXN4	MoMa|IRC	MoMa|Ionocyte	MoMa|MC	MoMa|MoMa	MoMa|NK	MoMa|NKT	MoMa|NKT-p	MoMa|Neu	MoMa|Secretory	MoMa|Secretory-diff	MoMa|Squamous	MoMa|Treg	MoMa|moDC	MoMa|nrMa	MoMa|pDC	MoMa|rMa	NK|B cell	NK|Basal	NK|CTL	NK|Ciliated	NK|Ciliated-diff	NK|FOXN4	NK|IRC	NK|Ionocyte	NK|MC	NK|MoMa	NK|NK	NK|NKT	NK|NKT-p	NK|Neu	NK|Secretory	NK|Secretory-diff	NK|Squamous	NK|Treg	NK|moDC	NK|nrMa	NK|pDC	NK|rMa	NKT|B cell	NKT|Basal	NKT|CTL	NKT|Ciliated	NKT|Ciliated-diff	NKT|FOXN4	NKT|IRC	NKT|Ionocyte	NKT|MC	NKT|MoMa	NKT|NK	NKT|NKT	NKT|NKT-p	NKT|Neu	NKT|Secretory	NKT|Secretory-diff	NKT|Squamous	NKT|Treg	NKT|moDC	NKT|nrMa	NKT|pDC	NKT|rMa	NKT-p|B cell	NKT-p|Basal	NKT-p|CTL	NKT-p|Ciliated	NKT-p|Ciliated-diff	NKT-p|FOXN4	NKT-p|IRC	NKT-p|Ionocyte	NKT-p|MC	NKT-p|MoMa	NKT-p|NK	NKT-p|NKT	NKT-p|NKT-p	NKT-p|Neu	NKT-p|Secretory	NKT-p|Secretory-diff	NKT-p|Squamous	NKT-p|Treg	NKT-p|moDC	NKT-p|nrMa	NKT-p|pDC	NKT-p|rMa	Neu|B cell	Neu|Basal	Neu|CTL	Neu|Ciliated	Neu|Ciliated-diff	Neu|FOXN4	Neu|IRC	Neu|Ionocyte	Neu|MC	Neu|MoMa	Neu|NK	Neu|NKT	Neu|NKT-p	Neu|Neu	Neu|Secretory	Neu|Secretory-diff	Neu|Squamous	Neu|Treg	Neu|moDC	Neu|nrMa	Neu|pDC	Neu|rMa	Secretory|B cell	Secretory|Basal	Secretory|CTL	Secretory|Ciliated	Secretory|Ciliated-diff	Secretory|FOXN4	Secretory|IRC	Secretory|Ionocyte	Secretory|MC	Secretory|MoMa	Secretory|NK	Secretory|NKT	Secretory|NKT-p	Secretory|Neu	Secretory|Secretory	Secretory|Secretory-diff	Secretory|Squamous	Secretory|Treg	Secretory|moDC	Secretory|nrMa	Secretory|pDC	Secretory|rMa	Secretory-diff|B cell	Secretory-diff|Basal	Secretory-diff|CTL	Secretory-diff|Ciliated	Secretory-diff|Ciliated-diff	Secretory-diff|FOXN4	Secretory-diff|IRC	Secretory-diff|Ionocyte	Secretory-diff|MC	Secretory-diff|MoMa	Secretory-diff|NK	Secretory-diff|NKT	Secretory-diff|NKT-p	Secretory-diff|Neu	Secretory-diff|Secretory	Secretory-diff|Secretory-diff	Secretory-diff|Squamous	Secretory-diff|Treg	Secretory-diff|moDC	Secretory-diff|nrMa	Secretory-diff|pDC	Secretory-diff|rMa	Squamous|B cell	Squamous|Basal	Squamous|CTL	Squamous|Ciliated	Squamous|Ciliated-diff	Squamous|FOXN4	Squamous|IRC	Squamous|Ionocyte	Squamous|MC	Squamous|MoMa	Squamous|NK	Squamous|NKT	Squamous|NKT-p	Squamous|Neu	Squamous|Secretory	Squamous|Secretory-diff	Squamous|Squamous	Squamous|Treg	Squamous|moDC	Squamous|nrMa	Squamous|pDC	Squamous|rMa	Treg|B cell	Treg|Basal	Treg|CTL	Treg|Ciliated	Treg|Ciliated-diff	Treg|FOXN4	Treg|IRC	Treg|Ionocyte	Treg|MC	Treg|MoMa	Treg|NK	Treg|NKT	Treg|NKT-p	Treg|Neu	Treg|Secretory	Treg|Secretory-diff	Treg|Squamous	Treg|Treg	Treg|moDC	Treg|nrMa	Treg|pDC	Treg|rMa	moDC|B cell	moDC|Basal	moDC|CTL	moDC|Ciliated	moDC|Ciliated-diff	moDC|FOXN4	moDC|IRC	moDC|Ionocyte	moDC|MC	moDC|MoMa	moDC|NK	moDC|NKT	moDC|NKT-p	moDC|Neu	moDC|Secretory	moDC|Secretory-diff	moDC|Squamous	moDC|Treg	moDC|moDC	moDC|nrMa	moDC|pDC	moDC|rMa	nrMa|B cell	nrMa|Basal	nrMa|CTL	nrMa|Ciliated	nrMa|Ciliated-diff	nrMa|FOXN4	nrMa|IRC	nrMa|Ionocyte	nrMa|MC	nrMa|MoMa	nrMa|NK	nrMa|NKT	nrMa|NKT-p	nrMa|Neu	nrMa|Secretory	nrMa|Secretory-diff	nrMa|Squamous	nrMa|Treg	nrMa|moDC	nrMa|nrMa	nrMa|pDC	nrMa|rMa	pDC|B cell	pDC|Basal	pDC|CTL	pDC|Ciliated	pDC|Ciliated-diff	pDC|FOXN4	pDC|IRC	pDC|Ionocyte	pDC|MC	pDC|MoMa	pDC|NK	pDC|NKT	pDC|NKT-p	pDC|Neu	pDC|Secretory	pDC|Secretory-diff	pDC|Squamous	pDC|Treg	pDC|moDC	pDC|nrMa	pDC|pDC	pDC|rMa	rMa|B cell	rMa|Basal	rMa|CTL	rMa|Ciliated	rMa|Ciliated-diff	rMa|FOXN4	rMa|IRC	rMa|Ionocyte	rMa|MC	rMa|MoMa	rMa|NK	rMa|NKT	rMa|NKT-p	rMa|Neu	rMa|Secretory	rMa|Secretory-diff	rMa|Squamous	rMa|Treg	rMa|moDC	rMa|nrMa	rMa|pDC	rMa|rMa
CPI-SS0F562FEA5	CXCL2_CXCR2	simple:P19875	simple:P25025	CXCL2	CXCR2	True	False	True	curated	False	0.012																																																																																																																												0.42																																																																																								0.541																																																																																								0.553																						0.446																																												0.506																																																																		0.983																																																				
CPI-CS04CBDE052	IL10 receptor_IL10	complex:IL10 receptor	simple:P22301		IL10	True	True	False	curated	False	0.012																				0.194																																												0.354																																																																																																																																																										0.204																																																																		0.136																																																																																																														0.279																																												0.243																																														
CPI-SS0288E42FB	CXCR1_CXCL6	simple:P25024	simple:P80162	CXCR1	CXCL6	True	True	False	curated	False	0.012																																																																																																																																																																																																																																																																																																				0.487	0.383						0.297		0.607	0.364	0.463																																																																																																																																																																																					
CPI-SS0C62E5DD8	CXCL1_CXCR1	simple:P09341	simple:P25024	CXCL1	CXCR1	True	False	True	curated	False	0.012																																																																																																																																																		0.752																																																																																																																																																										0.658																						0.757																						0.517																						0.538																																																																		0.524																																																				
CPI-SS0C84DF380	CCR1_CCL15	simple:P32246	simple:Q16663	CCR1	CCL15	True	True	False	curated	False	0.012																																																0.512																																																																																																																																																										0.972																																																																																								0.878																																																																																								0.437																						0.485																						0.805																																																														
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	FN1		True	False	False	curated	True	0.012																																																																																																																																																																																																																																0.659		0.558		0.557	0.525		0.621				0.603																																																																																																																																																																																																																																																									
CPI-SS03165AD8C	ACKR2_CCL2	simple:O00590	simple:P13500	ACKR2	CCL2	True	True	False	curated	False	0.012																																																																																																																								1.062									0.326	1.209																																																								1.095									0.359	1.242																																																																																																																																																																																																																																																																																																
CPI-SS073B0CE7A	ACKR2_CCL3L1	simple:O00590	simple:P16619	ACKR2	CCL3L1	True	True	False	I2D	False	0.012																																																																																																																								0.376				0.381						0.223																																																								0.409				0.414						0.256																																																																																																																																																																																																																																																																																																
CPI-SS09648FAA9	TNFRSF13C_TNFSF13B	simple:Q96RJ3	simple:Q9Y275	TNFRSF13C	TNFSF13B	True	True	False	guidetopharmacology.org	False	0.012										1.056				0.561	0.336			0.458	0.579	0.575																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
CPI-SS0F8C2FA91	CCR1_CCL8	simple:P32246	simple:P80075	CCR1	CCL8	True	True	False	curated	False	0.012																																																						1.073																																																																																																																																																										1.533																																																																																								1.438																																																																																								0.998																						1.045																						1.366																																																								
CPI-SS00046DCF3	EPHA4_EFNB1	simple:P54764	simple:P98172	EPHA4	EFNB1	False	True	False	curated	False	0.012																																																																																																																				0.049					0.057				0.053																																																																																																																																																																																													0.073					0.081				0.077																																																																																																																																																																	
CPI-SS08B91FD2A	CCR1_CCL7	simple:P32246	simple:P80098	CCR1	CCL7	True	True	False	curated	False	0.012																																																																0.431																																																																																																																																																										0.89																																																																																								0.796																																																																																								0.356																						0.403																						0.723																																														
CPI-SS0049FD74F	TNFRSF10B_FASLG	simple:O14763	simple:P48023	TNFRSF10B	FASLG	True	True	False	I2D,InnateDB-All	False	0.012			0.302																																																																		0.312																																												0.274																																																																																																														0.331																																																																																								0.34																																																																																																														0.288																																																															
CPI-SS0B0CF0EDF	TNFSF15_TNFRSF25	simple:O95150	simple:Q93038	TNFSF15	TNFRSF25	True	False	True	guidetopharmacology.org	False	0.012																																																																																																																																																																																																																																																																																																																																																																																																																																					0.178	0.115		0.094							0.113		0.119			0.288																																																
CPI-SS0F21DBF93	SCGB3A1_NOTCH3	simple:Q96QR1	simple:Q9UM47	SCGB3A1	NOTCH3	True	False	True	InnateDB-All	False	0.012																																																																								0.094									0.117																																			0.136									0.159																																																																																																																																																																																													0.206									0.228																																																																																																																																																																	
CPI-SS0F52745F3	DPP4_CXCL9	simple:P27487	simple:Q07325	DPP4	CXCL9	True	True	False	curated	False	0.012																																																						0.461									0.274																																																																																																																																																																																																																			0.463									0.277																																																																																																					0.534									0.347																																																																																											
CPI-SS0C9696AAA	CRTAM_CADM1	simple:O95727	simple:Q9BY67	CRTAM	CADM1	False	False	False	curated	False	0.012																																																		0.216			0.394												0.297																																																																																																																																																																																																																																																																																																																																																																							0.09			0.269												0.171																																													
CPI-SS07F60834D	MET_HGF	simple:P08581	simple:P14210	MET	HGF	True	True	False	curated	False	0.012																																																																											0.174																																												0.275																																												0.262																																																																		0.219																																																																																								0.359																																												0.116																																																																																																																											
CPI-SS05BE83BC6	CSF1R_CSF3	simple:P07333	simple:P09919	CSF1R	CSF3	True	True	False	guidetopharmacology.org	False	0.012																																																																																																																																																																																																																																																																																																																																																																																																																		0.132					0.352				0.158													0.222					0.442				0.248																																																			
CPI-SS0FC42EC80	EREG_ERBB4	simple:O14944	simple:Q15303	EREG	ERBB4	True	False	True	curated	False	0.012																																																																																																																																																																																																										0.583		0.408																																																																																																																																																								0.293		0.118																																																																0.377		0.202																																																												
CPI-SS039799099	FGFR1_NCAM1	simple:P11362	simple:P13591	FGFR1	NCAM1	True	True	True	curated	False	0.012																																																																																																																						0.129			0.14																																																																																																											0.122			0.133																																																																																					0.118			0.129																																																																																																																																																																					
CPI-SS074CF011C	ERBB4_NRG4	simple:Q15303	simple:Q8WWG1	ERBB4	NRG4	True	True	False	curated	False	0.012																																																																						0.292		0.196					0.217				0.224																																	0.116							0.041																																																																																																																																																																																																																																																																																																																																																																											
CPI-SS06A0B20BD	FGFR2_EPHA4	simple:P21802	simple:P54764	FGFR2	EPHA4	True	True	True	I2D,InnateDB-All	False	0.012																																																																								0.065									0.09																																			0.138									0.162																																																																																																																																																																																													0.202									0.226																																																																																																																																																																	
CPI-SC0D870AE49	COL6A3_a2b1 complex	simple:P12111	complex:a2b1 complex	COL6A3		True	False	False	curated	True	0.014																																																																																																																																																																																																																																0.95	0.679	0.661		0.588					0.579		0.777		0.877																																																																																																																																																																																																																																																							
CPI-CS0AC5142FA	IL1 receptor inhibitor_IL1A	complex:IL1 receptor inhibitor	simple:P01583		IL1A	True	True	False	curated	False	0.014																																																																																			0.185																																												0.226																																																																																																																																																										0.176																						0.365																						0.228																																												0.201																																																																		0.204																																																	
CPI-CS06072FF4E	IL1 receptor_IL1A	complex:IL1 receptor	simple:P01583		IL1A	True	True	False	curated	False	0.014																																																																																			0.185																																												0.226																																																																																																																																																										0.176																						0.365																						0.228																																												0.201																																																																		0.204																																																	
CPI-SS0D4C221B8	ICAM1_AREG	simple:P05362	simple:P15514	ICAM1	AREG	True	True	False	InnateDB-All	False	0.014																																																																																																																																																																																																															0.621								0.439																																																																																0.606								0.424																																																										0.377																																																																		0.531								0.35																																																	
CPI-SC07222A428	COL4A2_a2b1 complex	simple:P08572	complex:a2b1 complex	COL4A2		True	False	False	curated	True	0.014																																																																																																																																																																																																																																1.046	0.775	0.758		0.685					0.676		0.873		0.974																																																																																																																																																																																																																																																							
CPI-SC08D8A859F	COL6A1_a2b1 complex	simple:P12109	complex:a2b1 complex	COL6A1		True	False	False	curated	True	0.014																																																																																																																																																																																																																																0.793	0.522	0.505		0.432					0.423		0.62		0.721																																																																																																																																																																																																																																																							
CPI-SS0FF55B42C	EPHB3_EFNB1	simple:P54753	simple:P98172	EPHB3	EFNB1	False	True	False	curated	False	0.014																																																																																																																				0.032																																																																																																																																																																																																						0.053					0.061				0.057																																			0.099					0.107				0.104																																																																																																																					
CPI-SC08A98E7D4	COL7A1_a2b1 complex	simple:Q02388	complex:a2b1 complex	COL7A1		True	False	False	curated	True	0.014																																																																																																																																																																																				0.477	0.206	0.188		0.115					0.106		0.304		0.404																																																																																																																																																																																																																																																																																																			
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	EPHB2	EFNB2	False	True	True	curated	False	0.014																																																																																																																						0.08							0.067		0.104																																																																																																																																																																																									0.063				0.102							0.09		0.126																																																																																																																																																															
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	COL15A1		True	False	False	curated	True	0.014																																																																																																																																																																																																																																0.715	0.444	0.427		0.354					0.345		0.542		0.643																																																																																																																																																																																																																																																							
CPI-SC01FFC9392	FN1_a2b1 complex	simple:P02751	complex:a2b1 complex	FN1		True	False	False	curated	True	0.014																																																																																																																																																																																																																																0.925	0.655	0.637		0.564					0.555		0.753		0.853																																																																																																																																																																																																																																																							
CPI-SS04318D03E	ACKR2_CCL3	simple:O00590	simple:P10147	ACKR2	CCL3	True	True	False	curated	False	0.014																																																																																																																								1.045				0.583						1.067																																																	0.393							1.078				0.616						1.1																																																																																																																																																																																																																																																																																																
CPI-SS07F015051	CCR6_CCL20	simple:P51684	simple:P78556	CCR6	CCL20	True	True	False	curated	False	0.014						0.374											0.452	0.392		0.648																																																																																																																																																																																																																																																																																																																																																																																			0.263	0.203		0.458																																																																																										
CPI-SC0814068D9	COL6A2_a2b1 complex	simple:P12110	complex:a2b1 complex	COL6A2		True	False	False	curated	True	0.014																																																																																																																																																																																																																																0.752	0.482	0.464		0.391					0.382		0.58		0.68																																																																																																																																																																																																																																																							
CPI-SC05CCF815E	COL1A2_a2b1 complex	simple:P08123	complex:a2b1 complex	COL1A2		True	False	False	curated	True	0.014																																																																																																																																																																																																																																0.663	0.393	0.375		0.302					0.293		0.491		0.591																																																																																																																																																																																																																																																							
CPI-SS0178F5C45	TGFB2_TGFBR3	simple:P61812	simple:Q03167	TGFB2	TGFBR3	True	False	True	curated	False	0.014																																																																																																																	0.098	0.123		0.052																																																																																																																																																																																																			0.122	0.146		0.076					0.127																																																																																																																																																																					
CPI-SC0EB600CAC	COL24A1_a2b1 complex	simple:Q17RW2	complex:a2b1 complex	COL24A1		True	False	False	curated	True	0.014																																																																																																																																																																																																																																0.466	0.195	0.177		0.104					0.095		0.293		0.393																																																																																																																																																																																																																																																							
CPI-SC0F300DE24	COL12A1_a2b1 complex	simple:Q99715	complex:a2b1 complex	COL12A1		True	False	False	curated	True	0.014																																																																																																																																																																																																																																0.53	0.259	0.241		0.168					0.159		0.357		0.457																																																																																																																																																																																																																																																							
CPI-SS03A0C857B	FAS_FASLG	simple:P25445	simple:P48023	FAS	FASLG	True	True	False	curated	False	0.014			0.309																																												0.371																						0.367																																												0.358																																																																																																																																																										0.297																																												0.328																																																																		0.351																																																																																																											
CPI-SS0A9E884E0	CD200_CD200R1	simple:P41217	simple:Q8TD46	CD200	CD200R1	True	False	True	curated	False	0.014																																																																																																																																																																																																																															0.138	0.184		0.104			0.11				0.102		0.099			0.122																																																																																																																																																																																																																																																						
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	CXCL1	CXCR2	True	False	True	curated	False	0.014																																																																																																																																																		0.909																																																																																																																																				0.55																						0.816																						0.914																						0.674																						0.695																																																																		0.681																																																				
CPI-SC09DE07794	COL22A1_a2b1 complex	simple:Q8NFW1	complex:a2b1 complex	COL22A1		True	False	False	curated	True	0.014																																																																																																																																																																																																																																0.443	0.172	0.154		0.081					0.072		0.27		0.37																																																																																																																																																																																																																																																							
CPI-SC0CE6F5084	COL27A1_a2b1 complex	simple:Q8IZC6	complex:a2b1 complex	COL27A1		True	False	False	curated	True	0.014																																																																																																																																																																																																																																0.465	0.195	0.177		0.104					0.095		0.293		0.393																																																																																																																																																																																																																																																							
CPI-SC096929DB0	FN1_aVb1 complex	simple:P02751	complex:aVb1 complex	FN1		True	False	False	curated	True	0.014																																																																																																																																																																																																																																0.633		0.666		0.619			1.112		0.54		0.651					0.617																																																																																																																																																																																																																																																				
CPI-SS02371A6D6	VEGFA_EPHB2	simple:P15692	simple:P29323	VEGFA	EPHB2	True	False	True	I2D	False	0.014																																																																																																																																																																																																																																																																																																				0.313									0.335													0.268									0.291																																			0.196									0.218																																																																		0.212																																																			
CPI-SC0CCF30377	COL13A1_a2b1 complex	simple:Q5TAT6	complex:a2b1 complex	COL13A1		False	False	False	curated	True	0.014																																																																																																																																																																																				0.495	0.224	0.206		0.133					0.124		0.322		0.422																																																																																																																																																																																																																																																																																																			
CPI-SC0B4D7E0FF	FN1_a4b7 complex	simple:P02751	complex:a4b7 complex	FN1		True	False	False	curated	True	0.014																																																																																																																																																																																																																													0.623		0.688						0.58		0.548		0.579					0.585			0.643																																																																																																																																																																																																																																																			
CPI-SC083EDDA21	COL28A1_a2b1 complex	simple:Q2UY09	complex:a2b1 complex	COL28A1		True	False	False	curated	True	0.014																																																																						0.586	0.315	0.297		0.225					0.215		0.413		0.514																																																																																																																																																																																																																																																																																																																																																																																																																	
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	BTLA	TNFRSF14	False	True	True	guidetopharmacology.org	False	0.014	0.332		0.332						0.353					0.409	0.287			0.341		0.306																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
CPI-SS00581282E	C5_C5AR1	simple:P01031	simple:P21730	C5	C5AR1	True	False	True	guidetopharmacology.org	False	0.014																																																																																																																												0.659						0.629																																																																																														0.295		0.143				0.298				0.763						0.733																																																																																																																																																																																																																																																				
CPI-SC03DD946B2	TGFB2_TGFbeta receptor1	simple:P61812	complex:TGFbeta receptor1	TGFB2		True	False	True	curated	False	0.014																																																																																																																	0.152											0.172																																																																																																																																																																																											0.175											0.196	0.108			0.123		0.142																																																																																																																																																												
CPI-CS06D50EBF8	OSMR_OSM	complex:OSMR	simple:P13725		OSM	True	True	False	curated	False	0.014																																																																																0.275																																												0.274																																												0.324																																																																																																																																																										0.32																																								0.183				0.351						0.177																																																																																																																
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	0.014																																																																																																																																																																																																																										0.301																																																																															0.401									0.377													0.356									0.332																																												0.26																																																																		0.254																																														
CPI-CS067298D94	FLT1 complex_VEGFA	complex:FLT1 complex	simple:P15692		VEGFA	True	True	False	curated	False	0.017																																																																																																																																																																																																																																		0.243			0.186	0.343			0.159	0.419	0.375		0.302			0.296																																																																																																																																																																																																																																																				
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	HGF	CD44	True	False	True	IMEx,InnateDB-All,IntAct	False	0.017																																																																																																																																																																																	0.495		0.683						1.145	0.711	1.165			0.829				0.654		1.078																																																																																																																																																																																																																																																																																																
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	0.017																																																																								0.042									0.066																																																																															0.081									0.105																																																																																																																																																	0.069									0.093																																			0.105									0.129																																																																																																																					
CPI-SS0B0E09B1C	CTLA4_CD86	simple:P16410	simple:P42081	CTLA4	CD86	False	False	True	curated	False	0.017																																																																																																																																																																																																																																																																									0.212																		0.218	0.216		0.168																																																																																									0.356																		0.361	0.36		0.311																																																																																								
CPI-SS018BD4882	NMU_NMUR1	simple:P48645	simple:Q9HB89	NMU	NMUR1	True	False	True	guidetopharmacology.org	False	0.017																																																																					0.144						0.156																																						0.177						0.19																																																																																																																																																																																																0.12						0.132																																						0.143						0.156																																																																																																																											
CPI-SS091B461CB	ACKR2_CCL28	simple:O00590	simple:Q9NRJ3	ACKR2	CCL28	True	True	False	I2D	False	0.017																																																																																																																		0.432		0.208							0.062		0.161																																																							0.465		0.24					0.164				0.194																																																																																																																																																																																																																																																																																																					
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	False	False	False	curated	False	0.017																																																																																																																							0.292												0.195																																																			0.292			0.47												0.373																																																																																																																																																																																																																																																									0.195			0.373												0.276																							
CPI-SC0077CEB82	TGFB3_TGFbeta receptor2	simple:P10600	complex:TGFbeta receptor2	TGFB3		True	False	True	curated	False	0.017																																																																																																																																																																																																																																																																																																																								0.096		0.058		0.114	0.092		0.189		0.047		0.075					0.07																																																																																																																																																												
CPI-SS0B84DAE3D	PVR_CD96	simple:P15151	simple:P40200	PVR	CD96	True	True	True	curated	False	0.017																																																																																																															0.077		0.649										0.128					0.294																																																																																																																																																																																					0.077		0.649										0.128					0.295																																																																																																																																																														
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	0.017																																																																																																																									0.243																																																																		0.186																						0.343																																																																		0.159																						0.419																						0.375																																												0.302																																																																		0.296																																																							
CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	EPHA1	EFNA4	True	True	False	curated	False	0.017																																																																																																															0.057										0.05				0.064																																																																																																																																																																																								0.09			0.069		0.085					0.082				0.096																																																																																																																																																																	
CPI-SS0AFE077D8	ACKR2_CCL4	simple:O00590	simple:P13236	ACKR2	CCL4	True	True	False	curated	False	0.017																																																																																																																	0.827							1.496				0.633						1.114																																																	0.86							1.529				0.666						1.147																																																																																																																																																																																																																																																																																																
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	JAG1	NOTCH3	False	False	True	curated	False	0.017																																																																								0.188									0.21																																			0.158									0.181																																			0.153									0.175																																																																																																																																																	0.122									0.144																																																																																																																																																																	
CPI-SS056FF4363	CD48_CD244	simple:P09326	simple:Q9BZW8	CD48	CD244	False	False	True	curated	False	0.017			1.042																																												0.777																																																																																																																																																										0.547																																												0.414																																												0.583																																																																																								0.855																																												0.649																																												0.532																			
CPI-CS073233FCC	ACVR_1A2A receptor_INHBB	complex:ACVR_1A2A receptor	simple:P09529		INHBB	True	True	False	curated	False	0.017																																																																						0.248																																												0.209																																												0.266																						0.244																																												0.341																																												0.199																																												0.227																																																																																																														0.221																																																														
CPI-SS03F0B666C	BDNF_F11R	simple:P23560	simple:Q9Y624	BDNF	F11R	True	False	True	IMEx,InnateDB-All,IntAct	False	0.017																																																																																																																		0.416		0.323									0.257		0.283																																																																																																																																																																																									0.428		0.334									0.268		0.294																																																																																																																																																															
