id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B cell|B cell	B cell|Basal	B cell|CTL	B cell|Ciliated	B cell|Ciliated-diff	B cell|IRC	B cell|Ionocyte	B cell|MC	B cell|MoMa	B cell|NKT	B cell|NKT-p	B cell|Secretory	B cell|Secretory-diff	B cell|Squamous	B cell|Treg	B cell|moDC	B cell|nrMa	B cell|pDC	B cell|rMa	Basal|B cell	Basal|Basal	Basal|CTL	Basal|Ciliated	Basal|Ciliated-diff	Basal|IRC	Basal|Ionocyte	Basal|MC	Basal|MoMa	Basal|NKT	Basal|NKT-p	Basal|Secretory	Basal|Secretory-diff	Basal|Squamous	Basal|Treg	Basal|moDC	Basal|nrMa	Basal|pDC	Basal|rMa	CTL|B cell	CTL|Basal	CTL|CTL	CTL|Ciliated	CTL|Ciliated-diff	CTL|IRC	CTL|Ionocyte	CTL|MC	CTL|MoMa	CTL|NKT	CTL|NKT-p	CTL|Secretory	CTL|Secretory-diff	CTL|Squamous	CTL|Treg	CTL|moDC	CTL|nrMa	CTL|pDC	CTL|rMa	Ciliated|B cell	Ciliated|Basal	Ciliated|CTL	Ciliated|Ciliated	Ciliated|Ciliated-diff	Ciliated|IRC	Ciliated|Ionocyte	Ciliated|MC	Ciliated|MoMa	Ciliated|NKT	Ciliated|NKT-p	Ciliated|Secretory	Ciliated|Secretory-diff	Ciliated|Squamous	Ciliated|Treg	Ciliated|moDC	Ciliated|nrMa	Ciliated|pDC	Ciliated|rMa	Ciliated-diff|B cell	Ciliated-diff|Basal	Ciliated-diff|CTL	Ciliated-diff|Ciliated	Ciliated-diff|Ciliated-diff	Ciliated-diff|IRC	Ciliated-diff|Ionocyte	Ciliated-diff|MC	Ciliated-diff|MoMa	Ciliated-diff|NKT	Ciliated-diff|NKT-p	Ciliated-diff|Secretory	Ciliated-diff|Secretory-diff	Ciliated-diff|Squamous	Ciliated-diff|Treg	Ciliated-diff|moDC	Ciliated-diff|nrMa	Ciliated-diff|pDC	Ciliated-diff|rMa	IRC|B cell	IRC|Basal	IRC|CTL	IRC|Ciliated	IRC|Ciliated-diff	IRC|IRC	IRC|Ionocyte	IRC|MC	IRC|MoMa	IRC|NKT	IRC|NKT-p	IRC|Secretory	IRC|Secretory-diff	IRC|Squamous	IRC|Treg	IRC|moDC	IRC|nrMa	IRC|pDC	IRC|rMa	Ionocyte|B cell	Ionocyte|Basal	Ionocyte|CTL	Ionocyte|Ciliated	Ionocyte|Ciliated-diff	Ionocyte|IRC	Ionocyte|Ionocyte	Ionocyte|MC	Ionocyte|MoMa	Ionocyte|NKT	Ionocyte|NKT-p	Ionocyte|Secretory	Ionocyte|Secretory-diff	Ionocyte|Squamous	Ionocyte|Treg	Ionocyte|moDC	Ionocyte|nrMa	Ionocyte|pDC	Ionocyte|rMa	MC|B cell	MC|Basal	MC|CTL	MC|Ciliated	MC|Ciliated-diff	MC|IRC	MC|Ionocyte	MC|MC	MC|MoMa	MC|NKT	MC|NKT-p	MC|Secretory	MC|Secretory-diff	MC|Squamous	MC|Treg	MC|moDC	MC|nrMa	MC|pDC	MC|rMa	MoMa|B cell	MoMa|Basal	MoMa|CTL	MoMa|Ciliated	MoMa|Ciliated-diff	MoMa|IRC	MoMa|Ionocyte	MoMa|MC	MoMa|MoMa	MoMa|NKT	MoMa|NKT-p	MoMa|Secretory	MoMa|Secretory-diff	MoMa|Squamous	MoMa|Treg	MoMa|moDC	MoMa|nrMa	MoMa|pDC	MoMa|rMa	NKT|B cell	NKT|Basal	NKT|CTL	NKT|Ciliated	NKT|Ciliated-diff	NKT|IRC	NKT|Ionocyte	NKT|MC	NKT|MoMa	NKT|NKT	NKT|NKT-p	NKT|Secretory	NKT|Secretory-diff	NKT|Squamous	NKT|Treg	NKT|moDC	NKT|nrMa	NKT|pDC	NKT|rMa	NKT-p|B cell	NKT-p|Basal	NKT-p|CTL	NKT-p|Ciliated	NKT-p|Ciliated-diff	NKT-p|IRC	NKT-p|Ionocyte	NKT-p|MC	NKT-p|MoMa	NKT-p|NKT	NKT-p|NKT-p	NKT-p|Secretory	NKT-p|Secretory-diff	NKT-p|Squamous	NKT-p|Treg	NKT-p|moDC	NKT-p|nrMa	NKT-p|pDC	NKT-p|rMa	Secretory|B cell	Secretory|Basal	Secretory|CTL	Secretory|Ciliated	Secretory|Ciliated-diff	Secretory|IRC	Secretory|Ionocyte	Secretory|MC	Secretory|MoMa	Secretory|NKT	Secretory|NKT-p	Secretory|Secretory	Secretory|Secretory-diff	Secretory|Squamous	Secretory|Treg	Secretory|moDC	Secretory|nrMa	Secretory|pDC	Secretory|rMa	Secretory-diff|B cell	Secretory-diff|Basal	Secretory-diff|CTL	Secretory-diff|Ciliated	Secretory-diff|Ciliated-diff	Secretory-diff|IRC	Secretory-diff|Ionocyte	Secretory-diff|MC	Secretory-diff|MoMa	Secretory-diff|NKT	Secretory-diff|NKT-p	Secretory-diff|Secretory	Secretory-diff|Secretory-diff	Secretory-diff|Squamous	Secretory-diff|Treg	Secretory-diff|moDC	Secretory-diff|nrMa	Secretory-diff|pDC	Secretory-diff|rMa	Squamous|B cell	Squamous|Basal	Squamous|CTL	Squamous|Ciliated	Squamous|Ciliated-diff	Squamous|IRC	Squamous|Ionocyte	Squamous|MC	Squamous|MoMa	Squamous|NKT	Squamous|NKT-p	Squamous|Secretory	Squamous|Secretory-diff	Squamous|Squamous	Squamous|Treg	Squamous|moDC	Squamous|nrMa	Squamous|pDC	Squamous|rMa	Treg|B cell	Treg|Basal	Treg|CTL	Treg|Ciliated	Treg|Ciliated-diff	Treg|IRC	Treg|Ionocyte	Treg|MC	Treg|MoMa	Treg|NKT	Treg|NKT-p	Treg|Secretory	Treg|Secretory-diff	Treg|Squamous	Treg|Treg	Treg|moDC	Treg|nrMa	Treg|pDC	Treg|rMa	moDC|B cell	moDC|Basal	moDC|CTL	moDC|Ciliated	moDC|Ciliated-diff	moDC|IRC	moDC|Ionocyte	moDC|MC	moDC|MoMa	moDC|NKT	moDC|NKT-p	moDC|Secretory	moDC|Secretory-diff	moDC|Squamous	moDC|Treg	moDC|moDC	moDC|nrMa	moDC|pDC	moDC|rMa	nrMa|B cell	nrMa|Basal	nrMa|CTL	nrMa|Ciliated	nrMa|Ciliated-diff	nrMa|IRC	nrMa|Ionocyte	nrMa|MC	nrMa|MoMa	nrMa|NKT	nrMa|NKT-p	nrMa|Secretory	nrMa|Secretory-diff	nrMa|Squamous	nrMa|Treg	nrMa|moDC	nrMa|nrMa	nrMa|pDC	nrMa|rMa	pDC|B cell	pDC|Basal	pDC|CTL	pDC|Ciliated	pDC|Ciliated-diff	pDC|IRC	pDC|Ionocyte	pDC|MC	pDC|MoMa	pDC|NKT	pDC|NKT-p	pDC|Secretory	pDC|Secretory-diff	pDC|Squamous	pDC|Treg	pDC|moDC	pDC|nrMa	pDC|pDC	pDC|rMa	rMa|B cell	rMa|Basal	rMa|CTL	rMa|Ciliated	rMa|Ciliated-diff	rMa|IRC	rMa|Ionocyte	rMa|MC	rMa|MoMa	rMa|NKT	rMa|NKT-p	rMa|Secretory	rMa|Secretory-diff	rMa|Squamous	rMa|Treg	rMa|moDC	rMa|nrMa	rMa|pDC	rMa|rMa
CPI-SS08D0F9109	EFNB2_EPHB4	simple:P52799	simple:P54760	EFNB2	EPHB4	False	True	True	curated	False	0.011																																																																																																																														0.668																			0.28																																																																												0.104																																						0.207																																																																																																						
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	EFNB2	EPHB1	False	True	True	curated	False	0.011																																																																																																																						0.631																			0.242																																																																												0.067																																						0.17																																																																																																														
CPI-CS0DF85303A	BMR1B_AVR2A_BMP7	complex:BMR1B_AVR2A	simple:P18075		BMP7	True	True	False	curated	False	0.011																																																																0.084					0.131																																																																																																																																																			0.092					0.139																																																																																																																																												
CPI-CS08109C435	BMPR1B_BMPR2_BMP7	complex:BMPR1B_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	0.011																																																																0.084					0.131																																																																																																																																																			0.092					0.139																																																																																																																																												
CPI-SS08718E4FB	EPHB6_EFNB3	simple:O15197	simple:Q15768	EPHB6	EFNB3	True	True	True	curated	False	0.011				0.136																																																									0.102																																																																																																																																																								0.17																																																																																																																		0.261																																		
CPI-SS02371A6D6	VEGFA_EPHB2	simple:P15692	simple:P29323	VEGFA	EPHB2	True	False	True	I2D	False	0.011																																																																																																																																																																				0.773																																																									0.329																																						0.393																																																									0.375																																													
CPI-SS082AD7B6A	FZD6_WNT5A	simple:O60353	simple:P41221	FZD6	WNT5A	True	True	False	curated	False	0.011																																																																0.33					0.325																																																																																																																																																			0.189					0.184																																																																																																																																												
CPI-SS0DC4D593E	EPHB6_EFNB1	simple:O15197	simple:P98172	EPHB6	EFNB1	True	True	False	curated	False	0.011																																																																					0.075																																																																																																																																																								0.143																																																																																																													0.198					0.234																										
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	EPHB2	EFNB2	False	True	True	curated	False	0.011																																																																																																																																																																																																																								0.653	0.264				0.089		0.191																																																																																																																																										
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	0.011																																																																	0.151							0.218		0.233	0.251																																																																																																																																																																																																																																																																																														
CPI-SS0708FE6FF	NRG1_LSR	simple:Q02297	simple:Q86X29	NRG1	LSR	True	True	True	InnateDB-All	False	0.011																																																																																																																																																																																																																																																																																																																				0.291				0.173				0.399		0.314																																											
CPI-SC0F9DD28F3	JAM3_aMb2 complex	simple:Q9BX67	complex:aMb2 complex	JAM3		True	False	False	curated	True	0.011																																																																																																																										0.304	0.29								0.421		0.241																																																																																																																																																																																																																																				
CPI-SS0C84DF380	CCR1_CCL15	simple:P32246	simple:Q16663	CCR1	CCL15	True	True	False	curated	False	0.011				0.402																																						0.404																																																																																																																																																																																																																																				0.292																																						0.448																																																					
CPI-SS073B0CE7A	ACKR2_CCL3L1	simple:O00590	simple:P16619	ACKR2	CCL3L1	True	True	False	I2D	False	0.011																																																												0.106												0.147																																																																0.244												0.284																																																																																																																																																																																																																					
CPI-SS03165AD8C	ACKR2_CCL2	simple:O00590	simple:P13500	ACKR2	CCL2	True	True	False	curated	False	0.011																																																																		0.292								0.223																																																																				0.429								0.36																																																																																																																																																																																																																			
CPI-SS0AFE077D8	ACKR2_CCL4	simple:O00590	simple:P13236	ACKR2	CCL4	True	True	False	curated	False	0.011																																																												0.678														0.154																																																														0.815														0.292																																																																																																																																																																																																																			
CPI-CS04DD927C9	ACVR_1A2B receptor_INHBA	complex:ACVR_1A2B receptor	simple:P08476		INHBA	True	True	False	curated	False	0.011																																																																		0.141								0.316																																																																																																																																																0.092								0.266																																																																																																																																							
CPI-CS0C159B54D	ACVR_1B2B receptor_INHBA	complex:ACVR_1B2B receptor	simple:P08476		INHBA	True	True	False	curated	False	0.011																																																																		0.141								0.316																																																																																																																																																0.092								0.266																																																																																																																																							
CPI-SS0FF49C823	EFNA1_EPHA1	simple:P20827	simple:P21709	EFNA1	EPHA1	True	False	True	curated	False	0.011																																																																																																																																																																																																																				0.26									0.239																													0.206									0.185																																																																																																						
CPI-CS073233FCC	ACVR_1A2A receptor_INHBB	complex:ACVR_1A2A receptor	simple:P09529		INHBB	True	True	False	curated	False	0.011																																																													0.249																																																									0.342																			0.25																																																																												0.218																																																																																																																																																				
CPI-SS077D7365D	CD28_CD86	simple:P10747	simple:P42081	CD28	CD86	False	False	True	curated	False	0.011																																																																																																																																																																																																																																																																											0.291								1.052								0.527		0.194																																																																												
CPI-SS0B0E09B1C	CTLA4_CD86	simple:P16410	simple:P42081	CTLA4	CD86	False	False	True	curated	False	0.011																																																																																																																																																																																																																																																																											0.288								1.049								0.523		0.19																																																																												
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	EPHA1	EFNA5	False	True	False	curated	False	0.011																																										0.135								0.222																																																																																																																																																																			0.114								0.201																																																																																																																																												
CPI-SS01469637C	WNT2B_FZD4	simple:Q93097	simple:Q9ULV1	WNT2B	FZD4	True	False	True	curated	False	0.011																																																																																																																																																																																																																					0.097								0.076																														0.118								0.096																																																																																																						
CPI-SS0D0252D87	AXL_IL15RA	simple:P30530	simple:Q13261	AXL	IL15RA	True	True	True	I2D	False	0.011																																																																																																																																																									0.153		0.143												0.198		0.109																																																																																																																																																																																																
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	0.011																																																																																																																														0.719																			0.33																																																																												0.155																																						0.257																																																																																																						
CPI-SS03E48EFEA	C3_C3AR1	simple:P01024	simple:Q16581	C3	C3AR1	True	False	True	guidetopharmacology.org	False	0.011																																																																										0.27																																						0.309																																																																																																																		0.6																			0.341																																																																																																																				
CPI-SC0EA3FC100	COL18A1_a1b1 complex	simple:P39060	complex:a1b1 complex	COL18A1		True	False	False	curated	True	0.011																																									1.124												0.464																																																																																			1.471												0.811																																																																																																																																																																																																																					
CPI-SS03098AC28	ERBB4_HBEGF	simple:Q15303	simple:Q99075	ERBB4	HBEGF	True	True	True	curated	False	0.011																																																																		1.003					0.286			0.821		0.299																																																																																																																																																																																																																																																																																													
CPI-SS05CE87F88	HLA-G_LILRB1	simple:P17693	simple:Q8NHL6	HLA-G	LILRB1	True	True	True	curated	False	0.011																																																																																																																																						0.156								0.18								0.426		0.158																																																																																																																																																																																																																	
CPI-SC0A68C5F13	IGF1_a6b4 complex	simple:P05019	complex:a6b4 complex	IGF1		True	False	False	curated	True	0.011																																																																																																																						0.515			0.594				0.629	0.64																																																																																																																																																																																																																																											
CPI-SS0B02DE712	EGFR_NRG1	simple:P00533	simple:Q02297	EGFR	NRG1	True	True	True	I2D,IMEx,InnateDB-All,IntAct	False	0.011																																				0.294																																						0.257																																																									0.599																																																																																															0.443																																																																																																																																							
CPI-SC0E5218AA4	NRG1_a6b4 complex	simple:Q02297	complex:a6b4 complex	NRG1		True	True	False	curated	True	0.011																																																																																																																																																																																																																																																																																																																				0.185			0.264				0.299	0.309																																													
CPI-CS0C59AF029	IL33 receptor_IL33	complex:IL33 receptor	simple:O95760		IL33	True	True	False	curated	False	0.011																																																																																																																																							0.922		0.939							0.928	0.982																																																																																																																																																																																																																								
CPI-SS0BF3ED143	FGFR2_FGFR3	simple:P21802	simple:P22607	FGFR2	FGFR3	True	True	True	IMEx,InnateDB-All	False	0.011																																																																					0.323																																																									0.333																																																																																														0.231	0.426																																																																																																																																												
CPI-CS0FB8775FC	IL5 receptor_IL5	complex:IL5 receptor	simple:P05113		IL5	True	True	False	curated	False	0.011																																																																																																																																													0.747																																																																																																																																																																											0.415																			1.003																			0.35											
CPI-SC0077CEB82	TGFB3_TGFbeta receptor2	simple:P10600	complex:TGFbeta receptor2	TGFB3		True	False	True	curated	False	0.011																																																																																																																						0.37			0.463	0.372				0.34																																																																																																																																																																																																																																											
CPI-SS0C9696AAA	CRTAM_CADM1	simple:O95727	simple:Q9BY67	CRTAM	CADM1	False	False	False	curated	False	0.011																																														0.366				0.194																																																																																																																																																																																																																																0.314				0.142																																																																																			
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	False	False	False	curated	False	0.011																																																																																																																																													0.405				0.233																																																																								0.233				0.062																																																																																																																																												
CPI-SS0049FD74F	TNFRSF10B_FASLG	simple:O14763	simple:P48023	TNFRSF10B	FASLG	True	True	False	I2D,InnateDB-All	False	0.011																																																												0.239																																																																																															0.376																																																									0.27																																																																																															0.27																																																						
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	NRP1	SEMA3A	True	True	False	curated	False	0.011																																																																																																																						0.302								0.312																																																																																																																																																																																																									0.965								0.975																										
CPI-SS0BF9FA3F2	ERBB3_NRG1	simple:P21860	simple:Q02297	ERBB3	NRG1	True	True	True	curated	False	0.011																																																																										0.332																																																																																																																																																								0.493																			0.274																			0.429																																																																																																	
CPI-SS053613259	NRG2_ERBB3	simple:O14511	simple:P21860	NRG2	ERBB3	True	False	True	curated	False	0.014																																																													0.3								0.461		0.397																																																																																																																																																						0.429		0.365																																																																																																																																										
CPI-SS091B461CB	ACKR2_CCL28	simple:O00590	simple:Q9NRJ3	ACKR2	CCL28	True	True	False	I2D	False	0.014																																																													0.386	0.206																																																																											0.523	0.343							0.247																																																																																																																																																																																																																								
CPI-SC04B354AE3	COL8A2_a2b1 complex	simple:P25067	complex:a2b1 complex	COL8A2		True	False	False	curated	True	0.014																																																																																																																																																												0.524			0.211				0.389	0.423		0.581																																																																																																																																																																																																			
CPI-SC052A417CB	COL4A3_a2b1 complex	simple:Q01955	complex:a2b1 complex	COL4A3		True	False	False	curated	True	0.014																																																																																																																						0.399			0.087				0.264	0.298		0.457																																																																																																																																																																																																																																									
CPI-SS0B42AD9EF	NOTCH1_WNT4	simple:P46531	simple:P56705	NOTCH1	WNT4	True	True	False	I2D	False	0.014				0.14			0.173					0.151																																																																																																																																																																																																									0.11								0.12																																																																																																																																												
CPI-SS0FA326344	FZD6_WNT4	simple:O60353	simple:P56705	FZD6	WNT4	True	True	False	curated	False	0.014																																																													0.299			0.331					0.309																																																																																																																																																0.157								0.168																																																																																																																																												
CPI-SC0B4D7E0FF	FN1_a4b7 complex	simple:P02751	complex:a4b7 complex	FN1		True	False	False	curated	True	0.014																																																																																																																																																									0.149		0.505					0.201	0.158						0.635																																																																																																																																																																																																		
CPI-SS002673EFE	WNT5A_FZD3	simple:P41221	simple:Q9NPG1	WNT5A	FZD3	True	False	True	curated	False	0.014																																																																																																																						0.236			0.17					0.191																																																																																							0.231								0.187																																																																																																																																												
CPI-SS0A2D7895C	CEACAM1_CEACAM6	simple:P13688	simple:P40199	CEACAM1	CEACAM6	True	False	False	curated	False	0.014																																																																																																																																																																																																																															0.762																														0.471						0.579	0.501	0.996																																																																																																				
CPI-SS0B537DD3F	CEACAM5_CEACAM1	simple:P06731	simple:P13688	CEACAM5	CEACAM1	True	False	False	curated	False	0.014																																																																																																																																																																																																																															0.781																	0.683		0.917																	1.247		1.481																																																																																																				
CPI-CS0D35E69F6	BMR1A_ACR2A_BMP7	complex:BMR1A_ACR2A	simple:P18075		BMP7	True	True	False	curated	False	0.014																																																																					0.138																																																				0.149					0.196																																																																																										0.128					0.175																																																																																																																																												
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	FN1		True	False	False	curated	True	0.014																																																																																																																																																									0.149		0.505					0.201	0.158						0.635																																																																																																																																																																																																		
CPI-SS0B8083B44	WNT7B_FZD4	simple:P56706	simple:Q9ULV1	WNT7B	FZD4	True	False	True	curated	False	0.014																																																													0.184								0.163																																																																																																																																																0.226								0.205																														0.148																																																																																																														
CPI-SS03A0C857B	FAS_FASLG	simple:P25445	simple:P48023	FAS	FASLG	True	True	False	curated	False	0.014			0.281																																																									0.273																																																																												0.261																																																																												0.252																																																									0.298																																																																																												
CPI-CS0E4E75E3B	BMPR1A_BMPR2_BMP2	complex:BMPR1A_BMPR2	simple:P12643		BMP2	True	True	False	curated	False	0.014								0.225																																																									0.256																																																									0.256																			0.285																																																																												0.236																																																																																																																																																
CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	AXL	GAS6	True	True	False	guidetopharmacology.org	False	0.014																																																																																																																																																															0.243		0.219			0.133					0.122	0.412																																																																																																																																																																																															
CPI-SS0E7523314	WNT3_FZD1	simple:P56703	simple:Q9UP38	WNT3	FZD1	True	False	True	I2D	False	0.014																																																																																																																						0.054			0.084	0.251	0.109			0.069																																																																																																																																																																																																																																											
CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	MERTK	GAS6	True	True	False	guidetopharmacology.org	False	0.014																																																													0.094			0.218					0.107					0.096	0.387																																																																																																																																																																																																																																																																																														
CPI-SS03C51D352	TNFRSF13B_TNFSF13B	simple:O14836	simple:Q9Y275	TNFRSF13B	TNFSF13B	True	True	False	curated	False	0.017								0.563	0.696						0.643		0.93	0.816	0.667																																																																																																																																																																																																																																																																																																																																																						
CPI-CS046B3C139	ACVR_1A2A receptor_BMP7	complex:ACVR_1A2A receptor	simple:P18075		BMP7	True	True	False	curated	False	0.017																																																																0.098					0.145																																																				0.191					0.238														0.1																																																																																	0.115																																																																																																																																												
CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	EPHA1	EFNA4	True	True	False	curated	False	0.017																																										0.105				0.219				0.123																																																																																																																																																																			0.084				0.197				0.102																																																																																																																																												
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	LAMC1		True	False	False	curated	True	0.017																																																													0.439								0.338		0.496																																																																																																																																														0.463								0.361		0.52																																																																																																																																										
CPI-SS0F3D40856	PGRMC2_CCL4L2	simple:O15173	simple:Q8NHW4	PGRMC2	CCL4L2	True	True	False	IMEx,IntAct	False	0.017																																									0.14																			0.215																																																									0.52																																						0.15																																																									0.258																																																									0.207																																																																																												
CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	PODXL	SELL	False	False	False	curated	False	0.017																																																																		0.176			0.125					0.261																																																																																																																																																0.276			0.225					0.362																																																																																																																																							
CPI-CS0533A30DC	ACVR_1B2A receptor_INHBA	complex:ACVR_1B2A receptor	simple:P08476		INHBA	True	True	False	curated	False	0.017																																																																		0.129								0.304																																																	0.187								0.362																																																																																							0.166								0.341																																																																																																																																							
CPI-CS0569B9B91	BMPR1B_BMPR2_BMPR1A	complex:BMPR1B_BMPR2	simple:P36894		BMPR1A	False	True	True	curated	False	0.017																																																													0.159				0.187				0.139																																																																																																																																																0.167				0.195				0.147																																																																																																																																												
CPI-SS09F973C1A	EPHA2_EFNA4	simple:P29317	simple:P52798	EPHA2	EFNA4	True	True	False	curated	False	0.017																																																																	0.278																																																																																																																																					0.259																			0.288																																		0.403				0.517				0.422																																																																																																						
CPI-SC0BC542ACC	TNC_a4b1 complex	simple:P24821	complex:a4b1 complex	TNC		True	False	False	curated	True	0.017																																																																																																																																																																																																																		0.209		0.565					0.261	0.218						0.695		0.347																																																																																																																																							
CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	TNFSF10	TNFRSF10D	True	False	True	curated	False	0.017																																																																																																											0.687					0.711																																																																																																													0.997					1.021														0.697					0.72																																																																																																																				
CPI-SS0EDAE16B6	EPOR_KITLG	simple:P19235	simple:P21583	EPOR	KITLG	True	True	False	I2D	False	0.017																																																																																																																																									0.268			0.415					0.334											0.117			0.264					0.184																																																																																																																																																																																																					
CPI-CS0A66DB1CA	CD8 receptor_LCK	complex:CD8 receptor	simple:P06239		LCK	False	True	False	curated	False	0.017																																									1.001												0.95																																																																																																																									1.039												0.988																																																																																			0.519												0.467																																																																																
CPI-CS06D50EBF8	OSMR_OSM	complex:OSMR	simple:P13725		OSM	True	True	False	curated	False	0.017																																																																		0.288								0.295																																																																																																																																																0.357								0.364																														0.38								0.388																																																																																																	
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	0.017																																																																0.098					0.145																																																				0.191					0.238														0.1																																																																																	0.115																																																																																																																																												
CPI-CS0E661878B	LIFR_OSM	complex:LIFR	simple:P13725		OSM	True	True	False	curated	False	0.017																																																																		0.377								0.385																																																	0.346								0.353																																																																																							0.377								0.384																																																																																																																																							
CPI-SS0472C478C	BMP7_PTPRK	simple:P18075	simple:Q15262	BMP7	PTPRK	True	False	True	InnateDB-All	False	0.017																																																																																																																									0.241					0.303																																																																																							0.208			0.289					0.35		0.227																																																																																																																																										
CPI-SS0DF5E47DB	SCGB3A1_MARCO	simple:Q96QR1	simple:Q9UEW3	SCGB3A1	MARCO	True	False	True	I2D,InnateDB-All	False	0.017																																																																										0.167																																																																												0.442																			0.176																																																									0.523																			0.448																																																																																															0.294																					
CPI-SS09648FAA9	TNFRSF13C_TNFSF13B	simple:Q96RJ3	simple:Q9Y275	TNFRSF13C	TNFSF13B	True	True	False	guidetopharmacology.org	False	0.017								0.409	0.542						0.489		0.776	0.662	0.513																																																																																																																																																																																																																																																																																																																																																						
CPI-CS0C8F1E01F	ACVR_1B2A receptor_BMP3	complex:ACVR_1B2A receptor	simple:P12645		BMP3	True	True	False	curated	False	0.017																																																													0.23								0.295																																																	0.289								0.353																																																																																							0.267								0.332																																																																																																																																												
CPI-SS04318D03E	ACKR2_CCL3	simple:O00590	simple:P10147	ACKR2	CCL3	True	True	False	curated	False	0.017																																																												0.406														0.368		0.138																																																												0.543														0.506		0.275																																																																																																																																																																																																																	
CPI-SS0B6F0C894	DSG2_DSC3	simple:Q14126	simple:Q14574	DSG2	DSC3	False	False	False	curated	False	0.017																																																																					0.257		0.241																																																							0.687		0.67																																																																																													0.372		0.356																																																																																																																																										
CPI-SS0E2863F09	TNFRSF17_TNFSF13B	simple:Q02223	simple:Q9Y275	TNFRSF17	TNFSF13B	True	True	False	curated	False	0.017								0.128	0.261						0.207		0.495	0.381	0.232																																																																																																																																																																																																																																																																																																																																																						
CPI-SC02BFEEC8A	THBS1_a3b1 complex	simple:P07996	complex:a3b1 complex	THBS1		False	False	False	curated	True	0.017																																																																																																																						1.384			1.208					1.297																																																																																																																																																																																						0.75			0.574					0.663																																													
CPI-SS0E41702C1	IGF1_IGF1R	simple:P05019	simple:P08069	IGF1	IGF1R	True	False	True	curated	False	0.017																																																																																																																						0.872	0.556		0.769				0.488	0.763		0.507																																																																																																																																																																																																																																									
CPI-SS0D2539AEB	FPR3_HEBP1	simple:P25089	simple:Q9NRV9	FPR3	HEBP1	False	True	False	guidetopharmacology.org	False	0.017																																																																																																																																																																																																																																																																																																																				0.14			0.137					0.184																														0.168			0.165					0.211							
CPI-SS06BC4D123	ERBB3_BTC	simple:P21860	simple:P35070	ERBB3	BTC	True	True	False	curated	False	0.017																																																													0.476																																																																																																																																																								0.637								0.473											0.418																			0.573								0.409																																																																																																						
CPI-SS07D9A48A2	LTA_TNFRSF1B	simple:P01374	simple:P20333	LTA	TNFRSF1B	True	False	True	curated	False	0.017	0.454		0.368						0.466						0.401		0.845	0.537																																																																																																																																																																																																																																																																																																																																																							
CPI-SS083296041	CD40_CD40LG	simple:P25942	simple:P29965	CD40	CD40LG	True	True	False	curated	False	0.017															0.698																																																									0.289																																																									0.232																																																																																															0.282																																																																																															0.29																																						0.315				
CPI-SC0F590482E	COL9A2_a1b1 complex	simple:Q14055	complex:a1b1 complex	COL9A2		True	False	False	curated	True	0.017			1.157												0.497																																													1.145												0.485																																																																																																																																												1.09												0.43																																																																																																																																									
CPI-SC0EC572716	COL4A5_a1b1 complex	simple:P29400	complex:a1b1 complex	COL4A5		True	False	False	curated	True	0.017																																																												1.125												0.465																																													1.243												0.583																																																																																			1.181												0.521																																																																																																																																									
CPI-SC01EA4FF6B	COL1A1_a2b1 complex	simple:P02452	complex:a2b1 complex	COL1A1		True	False	False	curated	True	0.017																																																																																																																																																												0.459								0.358		0.516																																															0.415								0.314		0.473																																																																																																																																										
